message	label
Our Prasanth ettans mother passed away last night. Just pray for her and family.	ham
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.	ham
Lol now I'm after that hot air balloon!	ham
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."	ham
Pls speak to that customer machan.	ham
Ok thanx... Take care then...	ham
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.	ham
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers	spam
Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?	ham
Win a £1000 cash prize or a prize worth £5000	spam
I tagged MY friends that you seemed to count as YOUR friends.	ham
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude	ham
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out	ham
Don no da:)whats you plan?	ham
No..but heard abt tat..	ham
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.	ham
Sitting in mu waiting for everyone to get out of my suite so I can take a shower	ham
Oh, then your phone phoned me but it disconnected	ham
Any pain on urination any thing else?	ham
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.	spam
S:)but he had some luck.2 catches put down:)	ham
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY	ham
Ya even those cookies have jelly on them	ham
"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"	ham
my ex-wife was not able to have kids. Do you want kids one day?	ham
Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.	ham
Ü give me some time to walk there.	ham
Joy's father is John. Then John is the NAME of Joy's father. Mandan	ham
Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around	ham
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE	spam
I can take you at like noon	ham
"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"""	ham
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM	spam
I can send you a pic if you like :)	ham
Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? 	ham
I dont thnk its a wrong calling between us	ham
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon	ham
Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p	spam
Lol your always so convincing.	ham
You best watch what you say cause I get drunk as a motherfucker	ham
sure, but make sure he knows we ain't smokin yet	ham
Sindu got job in birla soft ..	ham
Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.	ham
The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe	ham
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too	ham
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.	ham
No i am not having not any movies in my laptop	ham
Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call	spam
Dear where you will be when i reach there	ham
K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas	ham
Ok...	ham
Ultimately tor motive tui achieve korli.	ham
I tot u reach liao. He said t-shirt.	ham
Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.	ham
Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. 	ham
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune	ham
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time	ham
