message	label
Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 	spam
Good morning princess! How are you?	ham
That depends. How would you like to be treated? :)	ham
Unlimited texts. Limited minutes.	ham
Long beach lor. Expected... U having dinner now?	ham
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx	ham
I've told him that i've returned it. That should i re order it.	ham
Okie.. Thanx..	ham
Yes..gauti and sehwag out of odi series.	ham
our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.	spam
S:-)if we have one good partnership going we will take lead:)	ham
Think + da. You wil do.	ham
I have to take exam with march 3	ham
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.	ham
Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.	ham
He also knows about lunch menu only da. . I know	ham
Wat time do u wan 2 meet me later?	ham
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams	ham
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW	spam
Hey anyway i have to :-)	ham
Ok	ham
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.	ham
Oh did you charge camera	ham
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.	ham
This pain couldn't have come at a worse time.	ham
For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk	spam
